Subject ID,Subject Age,Subject Gender,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Block,Control Type,Ratio of number of dots,Percentage of dots,Ratio of areas of dot sets (greater to smaller),Color One,Color Two,Response Time,Date/Time,Consecutive Rounds,Key for "Yes" 
3333,333,MALE,16,9,YES,NO,no,0,Equal Areas,1.7777777777777777,0.64,1.0000000000000004,Green,Red,0.091893933,2015-10-12T15:06:30.789,44,F
3333,333,MALE,30,20,YES,NO,no,0,Inverse Areas,1.5,0.6,2.33843638741876,Green,Red,0.138055786,2015-10-12T15:06:31.094,45,F
3333,333,MALE,16,24,NO,NO,yes,0,Inverse Areas,1.5,0.4,1.7395511796612213,Green,Red,0.17804944,2015-10-12T15:06:31.435,46,F
3333,333,MALE,12,13,NO,NO,yes,0,Inverse Areas,1.0833333333333333,0.48,1.2000260471434279,Green,Red,0.1513565,2015-10-12T15:06:31.719,47,F
3333,333,MALE,11,14,NO,NO,yes,0,Equal Areas,1.2727272727272727,0.44,1.0000000000000002,Green,Red,0.147712626,2015-10-12T15:06:32.295,48,F
3333,333,MALE,12,13,NO,NO,yes,0,Inverse Areas,1.0833333333333333,0.48,1.1769912814426602,Green,Red,0.117803875,2015-10-12T15:06:32.540,49,F
3333,333,MALE,14,11,YES,NO,no,0,Equal Areas,1.2727272727272727,0.56,1.0,Green,Red,0.1161036,2015-10-12T15:06:33.208,50,F
3333,333,MALE,24,16,YES,NO,no,0,Inverse Areas,1.5,0.6,2.456790329556613,Green,Red,0.100874683,2015-10-12T15:06:33.427,51,F
3333,333,MALE,9,16,NO,NO,yes,0,Equal Areas,1.7777777777777777,0.36,1.0000000000000004,Green,Red,0.129500531,2015-10-12T15:06:33.940,52,F
3333,333,MALE,12,18,NO,NO,yes,0,Equal Areas,1.5,0.4,1.0000000000000004,Green,Red,0.135052082,2015-10-12T15:06:34.203,53,F
3333,333,MALE,13,12,YES,NO,no,0,Equal Areas,1.0833333333333333,0.52,1.0000000000000002,Green,Red,0.148361348,2015-10-12T15:06:34.710,54,F
3333,333,MALE,16,9,YES,NO,no,0,Inverse Areas,1.7777777777777777,0.64,3.5777756704348116,Green,Red,0.143116411,2015-10-12T15:06:35.222,55,F
3333,333,MALE,11,14,NO,NO,yes,0,Inverse Areas,1.2727272727272727,0.44,1.8800131761332706,Green,Red,0.11666765,2015-10-12T15:06:35.487,56,F
3333,333,MALE,16,9,YES,NO,no,0,Inverse Areas,1.7777777777777777,0.64,3.760009526917834,Green,Red,0.111599755,2015-10-12T15:06:35.950,57,F
3333,333,MALE,12,13,NO,NO,yes,0,Equal Areas,1.0833333333333333,0.48,1.0000000000000002,Green,Red,0.131099029,2015-10-12T15:06:36.217,58,F
3333,333,MALE,11,14,NO,NO,yes,0,Equal Areas,1.2727272727272727,0.44,1.0000000000000002,Green,Red,0.105817709,2015-10-12T15:06:36.667,59,F
3333,333,MALE,33,22,YES,NO,no,0,Inverse Areas,1.5,0.6,2.433283137190253,Green,Red,0.094890367,2015-10-12T15:06:36.911,60,F
3333,333,MALE,24,1,YES,NO,no,3,Inverse Areas,24.0,0.96,363.4017868399315,Purple,Orange,0.183492371,2015-10-12T15:06:40.552,61,F
3333,333,MALE,18,7,NO,NO,yes,3,Equal Areas,2.5714285714285716,0.72,1.0,Purple,Orange,0.116882751,2015-10-12T15:06:40.801,62,F
3333,333,MALE,21,4,YES,NO,no,3,Equal Areas,5.25,0.84,1.0,Purple,Orange,0.113712269,2015-10-12T15:06:41.291,63,F
3333,333,MALE,33,22,NO,NO,yes,3,Equal Areas,1.5,0.6,1.0000000000000004,Purple,Orange,0.084456943,2015-10-12T15:06:41.516,64,F
3333,333,MALE,18,2,YES,NO,no,3,Inverse Areas,9.0,0.9,83.96481440073838,Purple,Orange,0.088852597,2015-10-12T15:06:41.747,65,F
3333,333,MALE,34,17,NO,NO,yes,3,Inverse Areas,2.0,0.6666666666666666,4.131063931409467,Purple,Orange,0.057834562,2015-10-12T15:06:42.179,66,F
3333,333,MALE,18,5,YES,NO,no,3,Inverse Areas,3.6,0.782608695652174,8.786294353831702,Purple,Orange,0.094434509,2015-10-12T15:06:42.428,67,F
3333,333,MALE,21,18,NO,NO,yes,3,Equal Areas,1.1666666666666667,0.5384615384615384,1.0000000000000002,Purple,Orange,0.107208805,2015-10-12T15:06:42.686,68,F
3333,333,MALE,18,7,NO,NO,yes,3,Inverse Areas,2.5714285714285716,0.72,6.896978846771182,Purple,Orange,0.131779395,2015-10-12T15:06:43.183,69,F
3333,333,MALE,21,4,YES,NO,no,3,Equal Areas,5.25,0.84,1.0,Purple,Orange,0.129103259,2015-10-12T15:06:43.682,70,F
3333,333,MALE,12,8,NO,NO,yes,3,Inverse Areas,1.5,0.6,1.7949059351529144,Purple,Orange,0.140396656,2015-10-12T15:06:43.949,71,F
3333,333,MALE,21,18,NO,NO,yes,3,Equal Areas,1.1666666666666667,0.5384615384615384,1.0000000000000002,Purple,Orange,0.126309096,2015-10-12T15:06:44.419,72,F
3333,333,MALE,36,4,YES,NO,no,3,Equal Areas,9.0,0.9,1.0,Purple,Orange,0.116822882,2015-10-12T15:06:44.899,73,F
3333,333,MALE,26,13,NO,NO,yes,3,Inverse Areas,2.0,0.6666666666666666,4.020199920114307,Purple,Orange,0.107663808,2015-10-12T15:06:45.340,74,F
3333,333,MALE,24,1,YES,NO,no,3,Equal Areas,24.0,0.96,1.0000000000000002,Purple,Orange,0.112145844,2015-10-12T15:06:45.786,75,F
3333,333,MALE,18,5,YES,NO,no,3,Equal Areas,3.6,0.782608695652174,1.0000000000000002,Purple,Orange,0.097870552,2015-10-12T15:06:46.191,76,F
3333,333,MALE,18,7,NO,NO,yes,3,Equal Areas,2.5714285714285716,0.72,1.0,Purple,Orange,0.113365457,2015-10-12T15:06:46.636,77,F
3333,333,MALE,30,20,NO,NO,yes,3,Inverse Areas,1.5,0.6,2.299646031565232,Purple,Orange,0.096150179,2015-10-12T15:06:46.848,78,F
3333,333,MALE,24,1,YES,NO,no,3,Inverse Areas,24.0,0.96,632.7495689863042,Purple,Orange,0.077644726,2015-10-12T15:06:47.272,79,F
3333,333,MALE,24,1,YES,NO,no,3,Equal Areas,24.0,0.96,1.0,Purple,Orange,0.155427151,2015-10-12T15:06:47.992,81,F
